Time (h),Aeration rate(Fg:L/h),Agitator RPM(RPM:RPM),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Heating water flow rate(Fh:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Dumped broth flow(Fremoved:L/h),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),Vessel Volume(V:L),Vessel Weight(Wt:Kg),pH(pH:pH),Temperature(T:K),Generated heat(Q:kJ),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),PAA concentration offline(PAA_offline:PAA (g L^{-1})),Oil flow(Foil:L/hr),NH_3 concentration off-line(NH3_offline:NH3 (g L^{-1})),Oxygen Uptake Rate(OUR:(g min^{-1})),Oxygen in percent in off-gas(O2:O2  (%)),Offline Penicillin concentration(P_offline:P(g L^{-1})),Offline Biomass concentratio(X_offline:X(g L^{-1})),Carbon evolution rate(CER:g/h),Ammonia shots(NH3_shots:kgs),Viscosity(Viscosity_offline:centPoise),Fault reference(Fault_ref:Fault ref),0 - Recipe driven 1 - Operator controlled(Control_ref:Control ref),1- No Raman spec, 1-Raman spec recorded,2-PAT control(PAT_ref:PAT ref),Batch reference(Batch_ref:Batch ref),Batch ID,Fault flag
149.2,75,100,90,0.0,50.872,9.6085,0.0001,100,1.0,0,0.00099664,10.727,20.99,80643,89823,6.4944,297.98,294.37,1.8196,10,,23,,1.8979,0.1873,,,1.7385,0,,0,0,1,97,97,1,121760.0,121740.0
149.4,75,100,90,0.0,53.614,7.7432,0.0001,100,1.0,0,0.0010116,10.709,21.025,80686,89878,6.4989,297.98,293.57,1.8212,10,,23,,1.9016,0.18727,,,1.74,0,,0,0,1,97,97,1,120920.0,120910.0
149.6,75,100,90,0.0,54.556,6.3502,0.0001,100,1.0,0,0.0010204,10.697,21.06,80730,89933,6.5035,297.98,293.22,1.8228,10,,23,,1.9065,0.18723,,,1.7416,0,,0,0,1,97,97,1,121090.0,121410.0
149.8,75,100,90,0.0,53.665,5.273,0.0001,100,1.0,0,0.0010105,10.692,21.095,80773,89987,6.5078,297.98,292.81,1.8244,10,,23,,1.9171,0.18715,,,1.7431,0,,0,0,1,97,97,1,121750.0,121410.0
150.0,75,100,90,0.0,51.067,4.1052,0.0001,100,1.0,0,0.00097332,10.74,21.129,80816,90042,6.512,297.97,291.52,1.8259,10,,23,,1.8984,0.18728,,,1.7446,0,,0,0,1,97,97,1,122420.0,122740.0
150.2,75,100,90,0.0,46.78,2.1072,0.0001,0,0.9,-4000,0.00098963,9.4688,21.169,80140,89275,6.5407,298.0,301.73,1.8171,10,,23,,1.9948,0.18657,,,1.7361,0,,0,0,1,97,97,1,122610.0,122760.0
150.4,75,100,90,0.0,30.92,10.282,0.0001,0,0.9,-4000,0.00097503,9.4225,21.209,79461,88505,6.5522,298.02,310.45,1.8033,10,,23,,2.0015,0.18654,,,1.7229,0,,0,0,1,97,97,1,121800.0,121790.0
150.6,75,100,90,0.51988,15.46,17.971,0.0001,0,0.9,-4000,0.001002,9.3108,21.251,78779,87732,6.5405,298.05,319.15,1.7893,10,,23,,2.0076,0.18652,,,1.7094,0,,0,0,1,97,97,1,122500.0,122150.0
150.8,75,100,90,0.0,0.0,26.589,0.0001,0,0.9,-4000,0.0010193,9.2124,21.294,78094,86956,6.5053,298.07,327.03,1.7752,10,,23,,2.013,0.18651,,,1.6959,0,,0,0,1,97,97,1,122200.0,122190.0
151.0,75,100,90,0.0,0.0,35.381,0.0001,0,0.9,-4000,0.001013,9.2108,21.337,77409,86180,6.4735,298.08,331.87,1.7611,10,,23,,1.9999,0.18664,,,1.6823,0,,0,0,1,97,97,1,122400.0,122890.0
151.2,75,100,90,0.0,11.115,42.218,0.0001,0,0.9,-4000,0.0010425,9.1941,21.38,76726,85406,6.4587,298.09,333.78,1.747,10,,23,,1.9879,0.18675,,,1.6688,0,,0,0,1,97,97,1,123110.0,123100.0
151.4,75,100,90,0.0,28.091,46.912,0.0001,0,0.9,-4000,0.001093,9.1869,21.422,76047,84636,6.4662,298.09,335.08,1.733,10,,23,,1.9713,0.18691,,,1.6553,0,,0,0,1,97,97,1,122810.0,123460.0
151.6,75,100,90,0.0,42.058,51.294,0.0001,0,0.9,-4000,0.0011353,9.187,21.464,75371,83869,6.4904,298.09,335.56,1.719,10,,23,,1.947,0.18712,,,1.6419,0,,0,0,1,97,97,1,124010.0,124000.0
151.8,75,100,90,0.0,46.382,55.051,0.0001,0,0.9,-4000,0.0011176,9.2362,21.506,74696,83102,6.5185,298.08,333.09,1.7049,10,,23,,1.9069,0.18745,,,1.6284,0,,0,0,1,97,97,1,124210.0,124700.0
152.0,75,100,90,0.0,39.469,56.052,0.0001,0,0.9,-4000,0.0011505,9.1489,21.549,74019,82334,6.5386,298.08,332.94,1.6909,10,,23,,1.9104,0.18745,,,1.6149,0,,0,0,1,97,97,1,124410.0,124900.0
152.2,75,100,90,0.0,24.588,59.087,0.0001,0,0.9,0,0.0011321,9.0838,21.592,74037,82364,6.5094,298.08,332.91,1.6877,10,,23,,1.9192,0.18739,,,1.6118,0,,0,0,1,97,97,1,124620.0,124940.0
152.4,75,100,90,0.0,21.522,62.164,0.0001,0,0.9,0,0.0011288,9.0598,21.636,74055,82392,6.4788,298.08,332.75,1.689,10,,23,,1.9222,0.18737,,,1.613,0,,0,0,1,97,97,1,124320.0,124650.0
152.6,75,100,90,0.0,30.517,65.113,0.0001,0,0.9,0,0.0011356,9.0824,21.678,74074,82423,6.4612,298.08,332.12,1.6905,10,,23,,1.9137,0.18743,,,1.6145,0,,0,0,1,97,97,1,124530.0,124180.0
