Time (h),Aeration rate(Fg:L/h),Agitator RPM(RPM:RPM),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Heating water flow rate(Fh:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Dumped broth flow(Fremoved:L/h),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),Vessel Volume(V:L),Vessel Weight(Wt:Kg),pH(pH:pH),Temperature(T:K),Generated heat(Q:kJ),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),PAA concentration offline(PAA_offline:PAA (g L^{-1})),Oil flow(Foil:L/hr),NH_3 concentration off-line(NH3_offline:NH3 (g L^{-1})),Oxygen Uptake Rate(OUR:(g min^{-1})),Oxygen in percent in off-gas(O2:O2  (%)),Offline Penicillin concentration(P_offline:P(g L^{-1})),Offline Biomass concentratio(X_offline:X(g L^{-1})),Carbon evolution rate(CER:g/h),Ammonia shots(NH3_shots:kgs),Viscosity(Viscosity_offline:centPoise),Fault reference(Fault_ref:Fault ref),0 - Recipe driven 1 - Operator controlled(Control_ref:Control ref),1- No Raman spec, 1-Raman spec recorded,2-PAT control(PAT_ref:PAT ref),Batch reference(Batch_ref:Batch ref),Batch ID,Fault flag
209.2,65,100,80,0.0,52.131,13.98,117.84,250,0.9,0,0.0011574,11.251,27.373,77148,85622,6.4859,298.11,454.0,1.7374,6.1509,,23,,1.3861,0.18972,,,1.4383,0,,0,0,2,88,88,0,152020.0,152060.0
209.4,65,100,80,0.0,58.254,81.057,11.784,250,0.9,0,0.0011511,11.278,27.382,77219,85703,6.488,297.99,411.09,1.7377,6.1147,,23,,1.388,0.1897,,,1.4385,0,,0,0,2,88,88,0,151060.0,151100.0
209.6,65,100,80,0.0,63.578,43.743,1.1784,250,0.9,0,0.0011403,11.303,27.39,77292,85785,6.4916,297.89,371.47,1.7379,6.0628,,23,,1.3921,0.18967,,,1.4387,0,,0,0,2,88,88,0,151100.0,151140.0
209.8,65,100,80,0.0,67.451,13.123,69.543,250,0.9,0,0.0011435,11.324,27.398,77366,85867,6.4991,297.97,403.75,1.7381,6.0022,,23,,1.3898,0.18969,,,1.4388,0,,0,0,2,88,88,0,151640.0,152180.0
210.0,65,100,80,0.0,68.321,39.604,6.9543,250,0.9,0,0.0011696,11.32,27.406,77440,85950,6.5051,297.88,370.49,1.7383,5.938,,23,,1.3899,0.18969,,,1.439,0,,0,0,2,88,88,0,152170.0,152050.0
210.2,65,100,80,0.0,66.797,11.881,111.3,250,0.9,-4000,0.0012671,11.258,27.415,76818,85233,6.5364,298.07,440.37,1.7287,5.8823,,23,,1.3992,0.18962,,,1.431,0,,0,0,2,88,88,0,152220.0,152260.0
210.4,65,100,80,0.0,52.683,73.189,11.13,250,0.9,-4000,0.0012987,11.197,27.426,76194,84513,6.5581,297.96,400.79,1.7141,5.8674,,23,,1.4016,0.18963,,,1.4189,0,,0,0,2,88,88,0,151760.0,152140.0
210.6,65,100,80,0.51867,26.341,37.372,1.113,250,0.9,-4000,0.0013058,11.092,27.438,75564,83787,6.5559,297.86,363.02,1.6991,5.8835,,23,,1.4139,0.18955,,,1.4064,0,,0,0,2,88,88,0,151820.0,152200.0
210.8,65,100,80,1.04,13.171,11.212,69.266,250,0.9,-4000,0.0013293,11.041,27.451,74932,83060,6.5397,297.95,395.91,1.6841,5.9558,,23,,1.4114,0.1896,,,1.3939,0,,0,0,2,88,88,0,152380.0,153090.0
211.0,65,100,80,0.0,0.0,38.14,6.9266,250,0.9,-4000,0.0013183,11.007,27.466,74298,82329,6.5128,297.86,363.24,1.6691,6.0669,,23,,1.3986,0.18974,,,1.3815,0,,0,0,2,88,88,0,151450.0,151830.0
211.2,65,100,80,0.0,0.0,11.442,115.95,250,0.9,-4000,0.0014109,10.946,27.481,73663,81599,6.4863,298.07,438.09,1.6541,6.1993,,23,,1.4044,0.18972,,,1.369,0,,0,0,2,88,88,0,151530.0,151570.0
211.4,65,100,80,0.0,5.9992,79.495,11.595,250,0.9,-4000,0.0015106,10.927,27.497,73030,80870,6.4663,297.95,395.78,1.6393,6.362,,23,,1.3933,0.18985,,,1.3566,0,,0,0,2,88,88,0,152100.0,152150.0
211.6,65,100,80,0.0,19.963,39.219,1.1595,250,0.9,-4000,0.0015493,10.989,27.513,72399,80144,6.462,297.84,358.39,1.6244,6.5314,,23,,1.3641,0.19013,,,1.3443,0,,0,0,2,88,88,0,151670.0,151550.0
211.8,65,100,80,0.0,35.62,11.766,72.382,250,0.9,-4000,0.0014765,11.142,27.525,71772,79421,6.4729,297.95,394.83,1.6095,6.655,,23,,1.3008,0.19071,,,1.3319,0,,0,0,2,88,88,0,151730.0,152110.0
212.0,65,100,80,0.0,46.937,3.5297,0.0001,250,0.9,-4000,0.0014882,11.21,27.537,71147,78700,6.4941,297.87,368.66,1.5947,6.6774,,23,,1.2648,0.19105,,,1.3195,0,,0,0,2,88,88,0,152290.0,152660.0
212.2,65,100,80,0.0,49.779,1.0589,77.925,250,0.9,0,0.0015056,11.22,27.548,71218,78780,6.4913,298.0,413.64,1.59,6.6223,,23,,1.2556,0.19114,,,1.3157,0,,0,0,2,88,88,0,152340.0,152880.0
212.4,65,100,80,0.0,53.84,42.203,7.7925,250,0.9,0,0.0015004,11.248,27.559,71290,78861,6.4903,297.91,381.04,1.59,6.5318,,23,,1.245,0.19124,,,1.3157,0,,0,0,2,88,88,0,151890.0,152270.0
212.6,65,100,80,0.0,58.251,12.661,121.6,250,0.9,0,0.0015191,11.278,27.57,71362,78942,6.4909,298.14,460.45,1.5904,6.4083,,23,,1.2278,0.19138,,,1.316,0,,0,0,2,88,88,0,151940.0,151980.0
212.8,65,100,80,0.0,62.414,89.831,12.16,250,0.9,0,0.0014943,11.312,27.58,71435,79024,6.4927,298.0,412.55,1.5909,6.2632,,23,,1.2204,0.19145,,,1.3164,0,,0,0,2,88,88,0,152990.0,152860.0
213.0,65,100,80,0.0,65.863,45.278,1.216,250,0.9,0,0.0014899,11.331,27.589,71509,79107,6.4997,297.89,373.41,1.5913,6.106,,23,,1.2223,0.19143,,,1.3167,0,,0,0,2,88,88,0,152030.0,152080.0
213.2,65,100,80,0.0,66.479,13.583,66.97,250,0.9,0,0.0014013,11.398,27.598,71583,79190,6.5105,297.98,404.23,1.5916,5.9405,,23,,1.2056,0.19157,,,1.317,0,,0,0,2,88,88,0,153070.0,153280.0
213.4,65,100,80,0.0,62.791,41.126,6.697,250,0.9,0,0.0013619,11.403,27.606,71656,79272,6.5173,297.88,372.29,1.592,5.7611,,23,,1.2053,0.19158,,,1.3173,0,,0,0,2,88,88,0,152110.0,152650.0
213.6,65,100,80,0.0,56.421,12.338,114.37,250,0.9,0,0.0014161,11.344,27.616,71728,79353,6.5196,298.1,446.28,1.5923,5.6036,,23,,1.2216,0.19143,,,1.3176,0,,0,0,2,88,88,0,153160.0,153200.0
213.8,65,100,80,0.0,49.118,82.732,11.437,250,0.9,0,0.0013821,11.338,27.625,71799,79432,6.5169,297.98,405.72,1.5927,5.505,,23,,1.2222,0.19143,,,1.3179,0,,0,0,2,88,88,0,152200.0,152910.0
214.0,65,100,80,0.0,42.909,44.311,1.1437,250,0.9,0,0.0014007,11.306,27.636,71868,79511,6.5098,297.87,367.34,1.593,5.4428,,23,,1.2244,0.19141,,,1.3182,0,,0,0,2,88,88,0,153250.0,153130.0
214.2,65,100,80,0.0,39.517,13.293,74.09,250,0.9,0,0.0014174,11.288,27.647,71936,79588,6.4995,297.98,404.76,1.5934,5.4345,,23,,1.2266,0.19139,,,1.3185,0,,0,0,2,88,88,0,152800.0,153180.0
214.4,65,100,80,0.0,40.248,46.601,7.409,250,0.9,0,0.0014094,11.294,27.658,72005,79666,6.4889,297.88,369.79,1.5937,5.4666,,23,,1.2236,0.19141,,,1.3188,0,,0,0,2,88,88,0,152850.0,153060.0
214.6,65,100,80,0.0,45.201,13.98,128.36,250,0.9,0,0.0013723,11.352,27.668,72075,79744,6.4871,298.12,454.93,1.5941,5.5311,,23,,1.2095,0.19154,,,1.3191,0,,0,0,2,88,88,0,152400.0,153110.0
214.8,65,100,80,0.0,50.871,94.922,12.836,250,0.9,0,0.0013585,11.389,27.678,72145,79824,6.4893,297.98,406.72,1.5944,5.5911,,23,,1.1995,0.19162,,,1.3193,0,,0,0,2,88,88,0,153450.0,153490.0
215.0,65,100,80,0.0,55.643,49.77,1.2836,250,0.9,0,0.0013533,11.408,27.688,72217,79905,6.4957,297.87,365.91,1.5948,5.6439,,23,,1.2008,0.19161,,,1.3196,0,,0,0,2,88,88,0,153490.0,153200.0
215.2,65,100,80,0.0,57.886,14.931,76.86,250,0.9,0,0.0013726,11.418,27.697,72289,79986,6.5031,297.98,405.21,1.5951,5.6956,,23,,1.1945,0.19166,,,1.3199,0,,0,0,2,88,88,0,152540.0,153080.0
215.4,65,100,80,0.0,57.158,49.834,7.686,250,0.9,0,0.001396,11.397,27.707,72361,80067,6.5103,297.88,370.38,1.5954,5.7576,,23,,1.2075,0.19155,,,1.3202,0,,0,0,2,88,88,0,153080.0,152960.0
215.6,65,100,80,0.0,53.545,14.95,132.1,250,0.9,0,0.0014296,11.367,27.718,72432,80147,6.5134,298.13,458.78,1.5958,5.8249,,23,,1.2143,0.19149,,,1.3205,0,,0,0,2,88,88,0,153130.0,153180.0
215.8,65,100,80,0.0,48.72,98.767,13.21,250,0.9,0,0.0014077,11.372,27.729,72503,80227,6.5146,298.0,410.66,1.5961,5.912,,23,,1.2134,0.1915,,,1.3208,0,,0,0,2,88,88,0,153680.0,153890.0
216.0,65,100,80,0.0,43.411,54.263,1.321,250,0.9,0,0.0014372,11.324,27.74,72572,80305,6.5077,297.88,368.81,1.5965,5.9918,1199.0,23,1849.1,1.229,0.19136,27.697,23.181,1.3211,0,72.449,0,0,2,88,88,0,153240.0,153780.0
216.2,65,100,80,0.0,40.89,16.279,80.543,250,0.9,0,0.0014054,11.347,27.752,72641,80383,6.4977,298.0,410.65,1.5969,6.0913,,23,,1.2207,0.19143,,,1.3214,0,,0,0,2,88,88,0,153790.0,154000.0
216.4,65,100,80,0.0,42.35,53.858,8.0543,250,0.9,0,0.001402,11.371,27.763,72710,80461,6.4887,297.89,373.33,1.5972,6.1801,,23,,1.2086,0.19154,,,1.3217,0,,0,0,2,88,88,0,153840.0,154390.0
216.6,65,100,80,0.0,47.37,16.157,138.02,250,0.9,0,0.001404,11.397,27.773,72780,80540,6.4844,298.16,466.51,1.5976,6.2438,,23,,1.2061,0.19156,,,1.322,0,,0,0,2,88,88,0,152890.0,153430.0
216.8,65,100,80,0.0,54.109,104.65,13.802,250,0.9,0,0.0014453,11.403,27.783,72851,80621,6.485,298.01,416.97,1.5979,6.2826,,23,,1.2049,0.19157,,,1.3223,0,,0,0,2,88,88,0,153940.0,154480.0
217.0,65,100,80,0.0,60.606,59.686,1.3802,250,0.9,0,0.0014207,11.471,27.793,72924,80703,6.491,297.89,371.86,1.5983,6.3138,,23,,1.1824,0.19176,,,1.3225,0,,0,0,2,88,88,0,153980.0,154360.0
217.2,65,100,80,0.0,64.708,17.906,85.884,250,0.9,0,0.0014459,11.472,27.803,72998,80786,6.499,298.01,417.37,1.5986,6.307,,23,,1.187,0.19172,,,1.3228,0,,0,0,2,88,88,0,154030.0,154070.0
217.4,65,100,80,0.0,65.634,59.29,8.5884,250,0.9,0,0.0015073,11.441,27.813,73072,80869,6.5042,297.9,378.71,1.599,6.2781,,23,,1.193,0.19167,,,1.3232,0,,0,0,2,88,88,0,153080.0,153120.0
217.6,65,100,80,0.0,64.47,17.787,143.74,250,0.9,0,0.0015196,11.434,27.823,73145,80951,6.5081,298.18,475.93,1.5994,6.2557,,23,,1.2013,0.1916,,,1.3235,0,,0,0,2,88,88,0,153130.0,153340.0
217.8,65,100,80,0.0,61.755,110.4,14.374,250,0.9,0,0.001542,11.404,27.834,73218,81034,6.5105,298.04,424.76,1.5999,6.2344,,23,,1.2144,0.19148,,,1.3239,0,,0,0,2,88,88,0,153680.0,153890.0
218.0,65,100,80,0.0,58.077,64.985,1.4374,250,0.9,0,0.00156,11.381,27.846,73290,81115,6.511,297.9,377.88,1.6003,6.2291,,23,,1.2228,0.19141,,,1.3242,0,,0,0,2,88,88,0,153230.0,153280.0
218.2,65,100,80,0.0,54.189,19.496,87.982,250,0.9,0,0.0015867,11.352,27.857,73362,81196,6.5053,298.04,424.55,1.6007,6.2329,,23,,1.2322,0.19133,,,1.3246,0,,0,0,2,88,88,0,154290.0,154830.0
218.4,65,100,80,0.0,52.602,62.494,8.7982,250,0.9,0,0.0016586,11.311,27.87,73433,81277,6.4978,297.92,384.06,1.6012,6.2531,,23,,1.2399,0.19126,,,1.325,0,,0,0,2,88,88,0,153840.0,154220.0
