Time (h),Aeration rate(Fg:L/h),Agitator RPM(RPM:RPM),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Heating water flow rate(Fh:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Dumped broth flow(Fremoved:L/h),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),Vessel Volume(V:L),Vessel Weight(Wt:Kg),pH(pH:pH),Temperature(T:K),Generated heat(Q:kJ),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),PAA concentration offline(PAA_offline:PAA (g L^{-1})),Oil flow(Foil:L/hr),NH_3 concentration off-line(NH3_offline:NH3 (g L^{-1})),Oxygen Uptake Rate(OUR:(g min^{-1})),Oxygen in percent in off-gas(O2:O2  (%)),Offline Penicillin concentration(P_offline:P(g L^{-1})),Offline Biomass concentratio(X_offline:X(g L^{-1})),Carbon evolution rate(CER:g/h),Ammonia shots(NH3_shots:kgs),Viscosity(Viscosity_offline:centPoise),Fault reference(Fault_ref:Fault ref),0 - Recipe driven 1 - Operator controlled(Control_ref:Control ref),1- No Raman spec, 1-Raman spec recorded,2-PAT control(PAT_ref:PAT ref),Batch reference(Batch_ref:Batch ref),Batch ID,Fault flag
14.2,42,100,30,0.0,42.47,304.56,0.0001,0,0.7,0,1.9571,12.247,0.00096128,57883,62256.0,6.4994,298.34,478.0,0.34197,0.0,,30,,0.97642,0.19131,,,0.1822,0,,0,0,2,71,71,0,21959.0,21764.0
14.4,42,100,30,0.0,43.217,320.42,0.0001,0,0.7,0,1.8397,12.136,0.00096062,57892,62273.0,6.497,298.37,486.7,0.35144,0.0,,30,,1.0082,0.19085,,,0.18725,0,,0,0,2,71,71,0,20954.0,20758.0
14.6,42,100,30,0.0,44.953,344.17,0.0001,0,0.7,0,1.7132,12.012,0.00095995,57902,62290.0,6.4951,298.38,490.13,0.36119,0.0,,30,,1.0404,0.19039,,,0.19246,0,,0,0,2,71,71,0,21448.0,21752.0
14.8,42,100,30,0.0,47.426,362.15,0.0001,0,0.7,0,1.5757,11.865,0.00095927,57912,62307.0,6.4921,298.37,487.0,0.37129,0.0,,30,,1.0819,0.1898,,,0.19784,0,,0,0,2,71,71,0,20942.0,20746.0
15.0,42,100,30,0.0,51.13,372.29,0.0001,0,0.7,0,1.428,11.716,0.00095859,57923,62326.0,6.4891,298.37,486.88,0.38173,0.0,,30,,1.1279,0.18915,,,0.20341,0,,0,0,2,71,71,0,21936.0,22407.0
15.2,42,100,30,0.0,55.995,386.06,0.0001,0,0.7,0,1.2688,11.554,0.00095788,57934,62345.0,6.4868,298.36,485.84,0.39253,0.0,,30,,1.1778,0.18844,,,0.20917,0,,0,0,2,71,71,0,20931.0,20402.0
15.4,42,100,30,0.0,61.812,398.55,0.0001,0,0.7,0,1.0997,11.415,0.00095716,57947,62365.0,6.4855,298.39,493.55,0.40367,0.0,,30,,1.2209,0.18782,,,0.21511,0,,0,0,2,71,71,0,21925.0,21562.0
15.6,42,100,30,0.0,68.131,422.21,0.0001,0,0.7,0,0.92147,11.276,0.00095641,57962,62386.0,6.4843,298.42,501.69,0.41512,0.0,,30,,1.2615,0.18724,,,0.22122,0,,0,0,2,71,71,0,21419.0,21390.0
15.8,42,100,30,0.0,74.943,447.26,0.0001,0,0.7,0,0.73263,11.117,0.00095564,57977,62409.0,6.4826,298.49,519.94,0.42692,0.0,,30,,1.3095,0.18655,,,0.22752,0,,0,0,2,71,71,0,21413.0,21717.0
16.0,42,100,30,0.0,82.434,486.47,0.0001,0,0.7,0,0.53657,10.994,0.00095485,57994,62434.0,6.4809,298.53,528.86,0.43902,0.0,,30,,1.3473,0.186,,,0.23397,0,,0,0,2,71,71,0,21407.0,20878.0
16.2,42,100,75,0.0,90.599,515.91,0.0001,0,0.7,0,0.44086,10.85,0.00095388,58022,62472.0,6.4785,298.54,532.43,0.4514,0.0,,35,,1.3755,0.18559,,,0.24058,0,,0,0,2,71,71,0,21401.0,21872.0
16.4,42,100,75,0.0,99.714,539.96,0.0001,0,0.7,0,0.33928,10.718,0.00095288,58052,62513.0,6.4755,298.51,524.29,0.46409,0.0,,35,,1.409,0.1851,,,0.24735,0,,0,0,2,71,71,0,21895.0,22033.0
16.6,42,100,75,0.0,110.02,549.59,0.0001,0,0.7,0,0.23673,10.615,0.00095186,58083,62556.0,6.4727,298.44,505.7,0.47705,0.0,,35,,1.4392,0.18465,,,0.25427,0,,0,0,2,71,71,0,20889.0,20527.0
16.8,42,100,75,0.0,121.46,544.98,0.0001,0,0.7,0,0.13619,10.598,0.00095079,58117,62601.0,6.4717,298.37,486.67,0.49017,0.0,,35,,1.4494,0.18449,,,0.26127,0,,0,0,2,71,71,0,21383.0,21187.0
17.0,42,100,75,0.0,133.3,537.5,0.0001,0,0.7,0,0.060451,10.827,0.0009497,58153,62648.0,6.4758,298.28,462.89,0.50313,0.0,,35,,1.3992,0.18516,,,0.26818,0,,0,0,2,71,71,0,20877.0,20681.0
17.2,42,100,75,0.0,143.48,521.28,0.0001,0,0.7,0,0.02887,11.275,0.00094857,58192,62698.0,6.4897,298.13,423.02,0.51526,0.0,,35,,1.2716,0.18691,,,0.27466,0,,0,0,2,71,71,0,21871.0,22008.0
17.4,42,100,75,0.0,148.09,481.25,0.0001,0,0.7,0,0.023602,11.39,0.00094744,58231,62748.0,6.5079,298.05,400.27,0.52629,0.0,,35,,1.1798,0.18816,,,0.28054,0,,0,0,2,71,71,0,21365.0,21169.0
17.6,42,100,75,0.0,145.43,458.1,0.0001,0,0.7,0,0.022471,11.391,0.00094632,58270,62798.0,6.5249,298.03,394.74,0.53683,0.0,,35,,1.1569,0.18845,,,0.28617,0,,0,0,2,71,71,0,21859.0,22163.0
17.8,42,100,75,0.0,135.99,453.4,0.0001,0,0.7,0,0.020952,11.37,0.00094523,58307,62846.0,6.5394,297.98,381.95,0.54727,0.0,,35,,1.1526,0.18849,,,0.29174,0,,0,0,2,71,71,0,20853.0,20990.0
18.0,42,100,75,0.0,120.76,438.15,0.0001,0,0.7,0,0.019847,11.364,0.0009442,58340,62890.0,6.552,297.92,365.44,0.5576,0.0,,35,,1.1475,0.18854,,,0.29726,0,,0,0,2,71,71,0,21347.0,21484.0
18.2,42,100,75,0.51902,60.381,131.44,461.17,0,0.7,0,0.019736,11.32,0.00094334,58362,62923.0,6.5565,299.66,834.76,0.56785,0.0,,35,,1.152,0.18846,,,0.30274,0,,0,0,2,71,71,0,20841.0,20645.0
18.4,42,100,75,1.039,30.191,729.25,46.117,0,0.7,0,0.019542,11.214,0.00094255,58378,62949.0,6.5364,299.43,773.24,0.57812,0.0,,35,,1.1744,0.18813,,,0.30821,0,,0,0,2,71,71,0,21335.0,20972.0
18.6,42,100,75,0.0,16.222,699.69,4.6117,0,0.7,0,0.018583,11.153,0.00094182,58390,62973.0,6.4967,299.09,680.33,0.58844,0.0,,35,,1.1923,0.18787,,,0.31373,0,,0,0,2,71,71,0,21829.0,21466.0
18.8,42,100,75,0.0,18.13,636.24,0.46117,0,0.7,0,0.017717,11.125,0.00094109,58403,62997.0,6.4643,298.8,604.43,0.59875,0.0,,35,,1.2004,0.18774,,,0.31923,0,,0,0,2,71,71,0,20822.0,21293.0
19.0,42,100,75,0.0,32.897,582.52,0.046117,0,0.7,0,0.017,11.125,0.00094032,58419,63024.0,6.4571,298.58,542.62,0.60902,0.0,,35,,1.194,0.1878,,,0.32472,0,,0,0,2,71,71,0,21816.0,21954.0
19.2,42,100,75,0.0,50.512,535.83,0.0046117,0,0.7,0,0.016477,11.094,0.0009395,58439,63054.0,6.4689,298.39,491.63,0.61927,0.0,,35,,1.196,0.18776,,,0.33019,0,,0,0,2,71,71,0,20810.0,20614.0
19.4,42,100,75,0.0,63.395,494.01,0.00046117,0,0.7,0,0.015968,11.068,0.00093864,58461,63087.0,6.4847,298.28,462.21,0.62952,0.0,,35,,1.1984,0.18771,,,0.33567,0,,0,0,2,71,71,0,20804.0,20942.0
19.6,42,100,75,0.0,70.041,472.38,0.0001,0,0.7,0,0.015492,11.046,0.00093777,58485,63122.0,6.4999,298.2,440.81,0.63976,0.0,,35,,1.1976,0.1877,,,0.34114,0,,0,0,2,71,71,0,21298.0,21269.0
19.8,42,100,75,0.0,70.594,456.31,0.0001,0,0.7,0,0.015126,10.984,0.0009369,58509,63157.0,6.5129,298.14,425.15,0.65002,0.0,,35,,1.213,0.18747,,,0.34662,0,,0,0,2,71,71,0,21792.0,21596.0
20.0,42,100,75,0.0,65.94,444.38,0.0001,0,0.7,0,0.014721,10.94,0.00093605,58531,63190.0,6.5232,298.11,416.5,0.66029,0.0,,35,,1.2238,0.1873,,,0.3521,0,,0,0,2,71,71,0,21286.0,21590.0
20.2,55,100,150,0.0,57.203,439.08,0.0001,0,0.7,0,0.051606,9.9702,0.00093498,58567,63242.0,6.503,298.2,441.02,0.5308,0.0,,35,,1.5429,0.18817,,,0.37054,0,,0,0,2,71,71,0,20780.0,21084.0
20.4,55,100,150,0.0,56.613,474.63,0.0001,0,0.7,0,0.052498,9.8154,0.00093392,58603,63294.0,6.479,298.28,462.19,0.53363,0.0,,35,,1.612,0.18744,,,0.37251,0,,0,0,2,71,71,0,21273.0,21077.0
20.6,55,100,150,0.0,65.553,508.38,0.0001,0,0.7,0,0.050355,9.6732,0.00093282,58641,63347.0,6.4607,298.3,469.26,0.54441,0.0,,35,,1.6602,0.18691,,,0.38005,0,,0,0,2,71,71,0,21267.0,21404.0
20.8,55,100,150,0.0,81.778,527.19,0.0001,0,0.7,0,0.044632,9.603,0.00093168,58682,63404.0,6.4492,298.35,480.51,0.55581,0.0,,35,,1.6858,0.18662,,,0.38802,0,,0,0,2,71,71,0,21761.0,21898.0
21.0,55,100,150,0.0,102.59,552.67,0.0001,0,0.7,0,0.040366,9.5724,0.00093046,58727,63465.0,6.4423,298.35,481.87,0.56729,0.0,,35,,1.6884,0.18657,,,0.39604,0,,0,0,2,71,71,0,21255.0,21059.0
21.2,55,100,150,0.0,126.16,567.04,0.0001,0,0.7,0,0.037709,9.535,0.00092918,58777,63530.0,6.4383,298.35,480.85,0.57877,0.0,,35,,1.6935,0.18649,,,0.40407,0,,0,0,2,71,71,0,20748.0,20719.0
21.4,55,100,150,0.0,151.34,578.83,0.0001,0,0.7,0,0.035986,9.4593,0.00092782,58832,63601.0,6.4354,298.34,478.75,0.59032,0.0,,35,,1.7161,0.18623,,,0.41215,0,,0,0,2,71,71,0,21242.0,21213.0
21.6,55,100,150,0.0,177.71,589.18,0.0001,0,0.7,0,0.035345,9.383,0.00092637,58892,63677.0,6.4329,298.35,480.84,0.60196,0.0,,35,,1.7345,0.18601,,,0.42029,0,,0,0,2,71,71,0,21736.0,21373.0
