Time (h),Aeration rate(Fg:L/h),Agitator RPM(RPM:RPM),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Heating water flow rate(Fh:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Dumped broth flow(Fremoved:L/h),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),Vessel Volume(V:L),Vessel Weight(Wt:Kg),pH(pH:pH),Temperature(T:K),Generated heat(Q:kJ),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),PAA concentration offline(PAA_offline:PAA (g L^{-1})),Oil flow(Foil:L/hr),NH_3 concentration off-line(NH3_offline:NH3 (g L^{-1})),Oxygen Uptake Rate(OUR:(g min^{-1})),Oxygen in percent in off-gas(O2:O2  (%)),Offline Penicillin concentration(P_offline:P(g L^{-1})),Offline Biomass concentratio(X_offline:X(g L^{-1})),Carbon evolution rate(CER:g/h),Ammonia shots(NH3_shots:kgs),Viscosity(Viscosity_offline:centPoise),Fault reference(Fault_ref:Fault ref),0 - Recipe driven 1 - Operator controlled(Control_ref:Control ref),1- No Raman spec, 1-Raman spec recorded,2-PAT control(PAT_ref:PAT ref),Batch reference(Batch_ref:Batch ref),Batch ID,Fault flag
206.2,65,100,80,0.0,18.369,13.627,68.812,250,0.9,0,46.12,13.357,12.034,71267,80049,6.506,297.98,324.71,1.3522,4,,23,,0.7931,0.19562,,,1.1181,0,,0,0,1,18,18,0,75788.0,75359.0
206.4,65,100,80,0.0,16.492,45.207,6.8812,250,0.9,0,46.264,13.349,12.017,71330,80123,6.5095,297.89,294.96,1.3517,4,,23,,0.80039,0.19556,,,1.1177,0,,0,0,1,18,18,0,76702.0,76606.0
206.6,65,100,80,0.0,13.215,13.562,119.3,250,0.9,0,46.409,13.326,12.0,71393,80196,6.5099,298.13,375.87,1.3512,4,,23,,0.81936,0.1954,,,1.1173,0,,0,0,1,18,18,0,75617.0,75188.0
206.8,65,100,80,0.0,9.7762,92.791,11.93,250,0.9,0,46.555,13.321,11.983,71456,80268,6.5075,298.03,340.44,1.3507,4,,23,,0.82244,0.19537,,,1.1169,0,,0,0,1,18,18,0,76033.0,76603.0
207.0,65,100,80,0.0,7.306,59.692,1.193,250,0.9,0,46.702,13.322,11.967,71517,80341,6.5025,297.91,301.75,1.3502,4,,23,,0.81936,0.1954,,,1.1164,0,,0,0,1,18,18,0,76450.0,76353.0
207.2,65,100,80,0.0,6.8263,17.908,85.691,250,0.9,0,46.852,13.333,11.95,71579,80413,6.4971,298.06,350.71,1.3497,4,,23,,0.81163,0.19547,,,1.116,0,,0,0,1,18,18,0,75866.0,75603.0
207.4,65,100,80,0.0,8.5171,65.324,8.5691,250,0.9,0,46.998,13.328,11.934,71641,80485,6.4932,297.96,318.11,1.3491,4,,23,,0.82385,0.19536,,,1.1156,0,,0,0,1,18,18,0,75783.0,75352.0
207.6,65,100,80,0.0,11.747,33.109,0.85691,250,0.9,0,47.145,13.355,11.917,71704,80558,6.4929,297.87,286.41,1.3486,4,,23,,0.81064,0.19548,,,1.1151,0,,0,0,1,18,18,0,75699.0,75935.0
207.8,65,100,80,0.0,15.102,9.9328,63.996,250,0.9,0,47.292,13.366,11.901,71767,80631,6.496,297.96,317.94,1.3481,4,,23,,0.81096,0.19548,,,1.1147,0,,0,0,1,18,18,0,75115.0,75017.0
208.0,65,100,80,0.0,17.224,37.644,6.3996,250,0.9,0,47.435,13.386,11.884,71831,80705,6.5014,297.88,290.65,1.3476,4,,23,,0.80084,0.19556,,,1.1143,0,,0,0,1,18,18,0,76030.0,75933.0
