Time (h),Aeration rate(Fg:L/h),Agitator RPM(RPM:RPM),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Heating water flow rate(Fh:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Dumped broth flow(Fremoved:L/h),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),Vessel Volume(V:L),Vessel Weight(Wt:Kg),pH(pH:pH),Temperature(T:K),Generated heat(Q:kJ),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),PAA concentration offline(PAA_offline:PAA (g L^{-1})),Oil flow(Foil:L/hr),NH_3 concentration off-line(NH3_offline:NH3 (g L^{-1})),Oxygen Uptake Rate(OUR:(g min^{-1})),Oxygen in percent in off-gas(O2:O2  (%)),Offline Penicillin concentration(P_offline:P(g L^{-1})),Offline Biomass concentratio(X_offline:X(g L^{-1})),Carbon evolution rate(CER:g/h),Ammonia shots(NH3_shots:kgs),Viscosity(Viscosity_offline:centPoise),Fault reference(Fault_ref:Fault ref),0 - Recipe driven 1 - Operator controlled(Control_ref:Control ref),1- No Raman spec, 1-Raman spec recorded,2-PAT control(PAT_ref:PAT ref),Batch reference(Batch_ref:Batch ref),Batch ID,Fault flag
12.2,42,100,30,0.0,46.184,207.46,0.0001,0,0.6,0,1.6137,11.616,0.00096679,57539,62490,6.498,298.18,404.81,0.30782,0.0,,30,,0.85179,0.19308,,,0.16399,0,,0,0,2,80,80,0,21025.0,21496.0
12.4,42,100,30,0.0,47.508,215.1,0.0001,0,0.6,0,1.5239,11.488,0.00096611,57549,62507,6.4981,298.19,405.8,0.31671,0.0,,30,,0.88994,0.19254,,,0.16873,0,,0,0,2,80,80,0,22020.0,21824.0
12.6,42,100,30,0.0,48.807,223.18,0.0001,0,0.7,0,1.4229,12.168,0.00096543,57560,62526,6.497,298.18,405.46,0.3259,0.0,,30,,0.94674,0.19175,,,0.17364,0,,0,0,2,80,80,0,22014.0,22486.0
12.8,42,100,30,0.0,50.549,229.65,0.0001,0,0.7,0,1.3115,12.023,0.00096474,57571,62544,6.4939,298.18,404.06,0.33542,0.0,,30,,0.98964,0.19114,,,0.17871,0,,0,0,2,80,80,0,21509.0,21480.0
13.0,42,100,30,0.0,53.501,234.74,0.0001,0,0.7,0,1.1927,11.898,0.00096405,57582,62563,6.4917,298.18,404.21,0.34522,0.0,,30,,1.0259,0.19062,,,0.18394,0,,0,0,2,80,80,0,21504.0,21141.0
13.2,42,100,30,0.0,57.358,241.68,0.0001,0,0.7,0,1.0642,11.755,0.00096334,57594,62583,6.4905,298.17,403.0,0.35533,0.0,,30,,1.0668,0.19004,,,0.18933,0,,0,0,2,80,80,0,21998.0,22302.0
13.4,42,100,30,0.0,61.663,246.82,0.0001,0,0.7,0,0.92438,11.579,0.00096262,57607,62603,6.4897,298.18,403.39,0.36579,0.0,,30,,1.1242,0.18923,,,0.1949,0,,0,0,2,80,80,0,20993.0,21297.0
13.6,42,100,30,0.0,66.294,253.92,0.0001,0,0.7,0,0.77448,11.419,0.00096188,57621,62625,6.4875,298.19,407.36,0.37658,0.0,,30,,1.1758,0.1885,,,0.20066,0,,0,0,2,80,80,0,20987.0,21458.0
13.8,42,100,30,0.0,71.805,265.66,0.0001,0,0.7,0,0.61357,11.241,0.00096112,57636,62648,6.4854,298.24,420.53,0.38774,0.0,,30,,1.2341,0.18767,,,0.20661,0,,0,0,2,80,80,0,20981.0,21119.0
14.0,42,100,30,0.0,78.163,289.81,0.0001,0,0.7,0,0.44467,11.106,0.00096034,57653,62671,6.4844,298.27,429.32,0.39923,0.0,,30,,1.2745,0.18709,,,0.21274,0,,0,0,2,80,80,0,21976.0,21613.0
